filename,width,height,class,xmin,ymin,xmax,ymax
DJI_0020_jpg.rf.001bb625ab6c6c4a449b2e4d8c8269db.jpg,640,640,plastic,185,585,204,619
DJI_0020_jpg.rf.001bb625ab6c6c4a449b2e4d8c8269db.jpg,640,640,debris,209,398,230,417
DJI_0020_jpg.rf.001bb625ab6c6c4a449b2e4d8c8269db.jpg,640,640,debris,252,344,280,364
DJI_0020_jpg.rf.001bb625ab6c6c4a449b2e4d8c8269db.jpg,640,640,debris,479,97,486,109

DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,debris,588,300,608,323
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,debris,547,320,577,361
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,debris,348,71,374,102
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,debris,263,4,285,26
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,plastic,202,380,227,407
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,debris,192,244,216,266
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,debris,162,131,184,152
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,debris,298,283,317,309
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,debris,258,239,272,258
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,debris,259,314,277,337
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,debris,285,335,300,350
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,plastic,393,551,416,574
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,debris,457,538,473,568
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,plastic,330,125,349,144
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,debris,449,240,471,262
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,plastic,38,353,58,372
DJI_0183_jpg.rf.033c16142cc802558a18d6fec432e786.jpg,640,640,plastic,22,323,36,337
DJI_0095_jpg.rf.025d139bc82d1634f0384ef00370db8f.jpg,640,640,debris,141,117,162,137
DJI_0144_jpg.rf.015f31626d736a67abe2d5eec243aba0.jpg,640,640,debris,200,498,250,548
DJI_0144_jpg.rf.015f31626d736a67abe2d5eec243aba0.jpg,640,640,debris,20,496,48,514
DJI_0159_jpg.rf.019c997473fc892183dc77da4994e3e0.jpg,640,640,debris,562,110,618,166
DJI_0159_jpg.rf.019c997473fc892183dc77da4994e3e0.jpg,640,640,debris,548,465,576,493
DJI_0159_jpg.rf.019c997473fc892183dc77da4994e3e0.jpg,640,640,debris,176,123,212,159
DJI_0159_jpg.rf.019c997473fc892183dc77da4994e3e0.jpg,640,640,debris,53,298,109,354
DJI_0159_jpg.rf.019c997473fc892183dc77da4994e3e0.jpg,640,640,debris,10,263,44,293
DJI_0159_jpg.rf.019c997473fc892183dc77da4994e3e0.jpg,640,640,plastic,0,409,41,447
DJI_0159_jpg.rf.019c997473fc892183dc77da4994e3e0.jpg,640,640,debris,64,558,110,604
DJI_0159_jpg.rf.019c997473fc892183dc77da4994e3e0.jpg,640,640,debris,124,575,153,604
DJI_0159_jpg.rf.019c997473fc892183dc77da4994e3e0.jpg,640,640,debris,245,480,281,504
DJI_0159_jpg.rf.019c997473fc892183dc77da4994e3e0.jpg,640,640,debris,279,553,301,595
DJI_0159_jpg.rf.019c997473fc892183dc77da4994e3e0.jpg,640,640,debris,66,480,86,499
DJI_0159_jpg.rf.019c997473fc892183dc77da4994e3e0.jpg,640,640,plastic,183,287,208,312
DJI_0159_jpg.rf.019c997473fc892183dc77da4994e3e0.jpg,640,640,plastic,229,0,258,13
DJI_0065_jpg.rf.033203f1c90018c65426eb8cd0c9c25d.jpg,640,640,debris,23,555,64,609
DJI_0065_jpg.rf.033203f1c90018c65426eb8cd0c9c25d.jpg,640,640,debris,69,568,82,596
DJI_0256_jpg.rf.04593d4865fd9a96021c55e99be7647e.jpg,640,640,debris,270,370,309,409
DJI_0256_jpg.rf.04593d4865fd9a96021c55e99be7647e.jpg,640,640,debris,410,333,437,360
DJI_0256_jpg.rf.04593d4865fd9a96021c55e99be7647e.jpg,640,640,debris,559,433,577,460
DJI_0256_jpg.rf.04593d4865fd9a96021c55e99be7647e.jpg,640,640,debris,288,92,316,115
DJI_0256_jpg.rf.04593d4865fd9a96021c55e99be7647e.jpg,640,640,debris,167,304,225,362
DJI_0256_jpg.rf.04593d4865fd9a96021c55e99be7647e.jpg,640,640,debris,483,124,509,150
DJI_0256_jpg.rf.04593d4865fd9a96021c55e99be7647e.jpg,640,640,debris,75,596,101,622
DJI_0256_jpg.rf.04593d4865fd9a96021c55e99be7647e.jpg,640,640,debris,191,473,215,497
DJI_0256_jpg.rf.04593d4865fd9a96021c55e99be7647e.jpg,640,640,debris,270,599,290,634
DJI_0160_jpg.rf.013d1308cdf98d4945e9ba54f2e0d637.jpg,640,640,plastic,483,223,515,264
DJI_0160_jpg.rf.013d1308cdf98d4945e9ba54f2e0d637.jpg,640,640,debris,0,10,1,45
DJI_0256_jpg.rf.0025a5caabb8b87d8c38a7aaceadab48.jpg,640,640,plastic,378,600,413,634
DJI_0256_jpg.rf.0025a5caabb8b87d8c38a7aaceadab48.jpg,640,640,debris,532,502,562,530

DJI_0154_jpg.rf.004d562e0eb6d8dbc2550d33b774cfc3.jpg,640,640,debris,0,305,9,334
DJI_0154_jpg.rf.004d562e0eb6d8dbc2550d33b774cfc3.jpg,640,640,debris,465,574,493,614
